   3.4500000e+01  -8.7420000e+01
   3.4300000e+01  -8.6410000e+01
   3.3410000e+01  -8.6520000e+01
   3.3290000e+01  -8.8120000e+01
   3.2270000e+01  -8.7130000e+01
   3.2420000e+01  -8.6400000e+01
   3.2350000e+01  -8.6120000e+01
   3.2180000e+01  -8.5330000e+01
   3.2530000e+01  -8.5150000e+01
   3.2090000e+01  -8.5050000e+01
   3.1200000e+01  -8.5350000e+01
   3.1000000e+01  -8.5120000e+01
   3.1430000e+01  -8.5480000e+01
   3.1350000e+01  -8.6150000e+01
   3.1270000e+01  -8.6360000e+01
   3.1000000e+01  -8.6520000e+01
   3.1450000e+01  -8.7120000e+01
   3.1190000e+01  -8.7060000e+01
   3.0160000e+01  -8.7310000e+01
   3.3080000e+01  -8.7060000e+01
   3.4190000e+01  -8.6280000e+01
   3.2480000e+01  -8.7460000e+01
   3.2160000e+01  -8.6430000e+01
   3.2450000e+01  -8.5430000e+01
   3.1450000e+01  -8.7450000e+01
   3.1130000e+01  -8.6070000e+01
   3.1390000e+01  -8.5380000e+01
   3.2250000e+01  -8.7320000e+01
   3.1250000e+01  -8.6160000e+01
   3.1020000e+01  -8.5240000e+01
   3.0560000e+01  -8.8210000e+01
   3.0180000e+01  -8.7440000e+01
   3.4570000e+01  -8.7090000e+01
   3.4380000e+01  -8.7120000e+01
   3.4120000e+01  -8.6290000e+01
   3.0150000e+01  -8.8060000e+01
   3.0300000e+01  -8.7350000e+01
   3.4580000e+01  -8.6420000e+01
   3.3520000e+01  -8.6240000e+01
   3.2290000e+01  -8.6340000e+01
   3.1450000e+01  -8.7380000e+01
   3.1550000e+01  -8.6110000e+01
   3.1510000e+01  -8.5110000e+01
   3.0290000e+01  -8.8230000e+01
   3.0520000e+01  -8.7420000e+01
   3.4400000e+01  -1.0926000e+02
   3.1380000e+01  -1.0928000e+02
   3.3480000e+01  -1.1053000e+02
   3.3180000e+01  -9.1530000e+01
   3.3100000e+01  -9.1190000e+01
   3.4560000e+01  -9.0300000e+01
   3.4030000e+01  -9.3150000e+01
   3.5320000e+01  -9.0400000e+01
   3.5190000e+01  -9.1210000e+01
   3.5540000e+01  -9.1210000e+01
   3.5220000e+01  -9.4200000e+01
   3.5310000e+01  -9.0160000e+01
   3.9510000e+01  -1.0421000e+02
   4.0180000e+01  -1.0349000e+02
   3.0540000e+01  -8.7250000e+01
   3.0220000e+01  -8.6170000e+01
   3.0320000e+01  -8.6300000e+01
   3.0320000e+01  -8.5080000e+01
   3.0200000e+01  -8.5180000e+01
   2.9470000e+01  -8.5180000e+01
   2.9210000e+01  -8.3100000e+01
   3.0300000e+01  -8.2450000e+01
   2.9100000e+01  -8.2240000e+01
   2.9590000e+01  -8.4540000e+01
   2.7280000e+01  -8.2080000e+01
