# -b
174.741237	-37.499999
174.741237	-37.498318
174.740357	-37.497438
174.740357	-37.496558
174.739477	-37.495972
174.739477	-37.495091
174.738890	-37.494211
174.738890	-37.493331
174.738010	-37.492451
174.738010	-37.491571
174.737130	-37.490985
174.737130	-37.490104
174.736250	-37.489224
174.736250	-37.487464
174.735370	-37.486584
174.735370	-37.484237
174.734490	-37.483357
174.734490	-37.482477
174.733610	-37.481597
174.733903	-37.480717
174.731556	-37.478664
174.730676	-37.478664
174.730383	-37.478370
174.730383	-37.477490
174.731263	-37.476610
174.731263	-37.475143
174.730676	-37.474557
174.728329	-37.474557
174.726276	-37.472503
174.726276	-37.471623
174.725396	-37.470743
174.725396	-37.470156
174.723635	-37.468396
174.723635	-37.467516
174.724516	-37.466636
174.724516	-37.465756
174.725396	-37.464876
174.725396	-37.464289
174.724222	-37.462823
174.720702	-37.463116
174.719529	-37.461649
174.719529	-37.459889
174.718648	-37.459302
174.718648	-37.456662
174.719529	-37.455782
174.719529	-37.454902
174.718648	-37.454022
174.718648	-37.453435
174.717768	-37.452555
174.717768	-37.450795
174.717182	-37.449915
174.717182	-37.449035
174.714541	-37.446688
174.714541	-37.445808
174.711608	-37.442874
174.710728	-37.442874
174.710141	-37.441994
174.709261	-37.441994
174.706328	-37.439061
174.706328	-37.438474
174.705447	-37.437594
174.705447	-37.436714
174.704567	-37.435834
174.704567	-37.431727
174.705447	-37.430847
174.705447	-37.428207
174.704567	-37.427620
174.705447	-37.426740
174.705447	-37.424980
174.704567	-37.424100
174.704567	-37.423220
174.703687	-37.422633
174.703687	-37.421753
174.702807	-37.420873
174.702807	-37.416766
174.703687	-37.415886
174.703687	-37.415006
174.705447	-37.413246
174.705447	-37.412659
174.706328	-37.411779
174.706328	-37.410899
174.707208	-37.410019
174.706328	-37.409139
174.706328	-37.404152
174.707208	-37.403272
174.707208	-37.402392
174.707501	-37.402098
174.708381	-37.402098
174.711315	-37.399165
174.711315	-37.393298
174.710435	-37.392417
174.710435	-37.390071
174.709554	-37.389191
174.709554	-37.385964
174.708674	-37.385084
174.708674	-37.382443
174.710728	-37.380390
174.711608	-37.380390
174.712488	-37.379510
174.714248	-37.379510
174.715128	-37.380390
174.717475	-37.380390
174.724516	-37.387430
174.723635	-37.388311
174.723635	-37.389191
174.725102	-37.390364
174.729209	-37.390364
174.731263	-37.388311
174.731263	-37.386550
174.732436	-37.385377
174.735076	-37.385377
174.735956	-37.386257
174.743290	-37.386257
174.744170	-37.385377
174.745050	-37.385377
174.745344	-37.385084
174.745344	-37.384204
174.746224	-37.383323
174.746224	-37.382443
174.747104	-37.381563
174.747104	-37.378336
174.753851	-37.371589
174.753558	-37.371003
174.755904	-37.368656
174.756785	-37.368656
174.757078	-37.368362
174.757078	-37.367482
174.757371	-37.367189
174.759131	-37.367189
174.760891	-37.365429
174.761772	-37.365429
174.763238	-37.363669
174.764118	-37.363669
174.766172	-37.361615
174.766172	-37.361029
174.768812	-37.358388
174.768812	-37.357508
174.769692	-37.356628
174.769692	-37.355748
174.770572	-37.354868
174.770279	-37.354281
174.771159	-37.353401
174.771159	-37.352521
174.771746	-37.352228
174.772332	-37.351935
174.774092	-37.350468
174.774679	-37.349294
174.774972	-37.346948
174.773799	-37.345774
174.772626	-37.344601
174.772039	-37.344307
174.772039	-37.343427
174.771746	-37.340494
174.771159	-37.339907
174.770866	-37.339614
174.769985	-37.339027
174.767932	-37.339320
174.767052	-37.339614
174.765585	-37.340200
174.761772	-37.341961
174.760011	-37.342254
174.756785	-37.342254
174.755904	-37.341961
174.753264	-37.341961
174.751797	-37.341961
174.751211	-37.341667
174.751211	-37.339907
174.749157	-37.339614
174.747397	-37.339614
174.746517	-37.339907
174.745637	-37.340200
174.744464	-37.340787
174.743877	-37.341667
174.743584	-37.347534
174.745050	-37.348708
174.745930	-37.348708
174.747984	-37.350761
174.747984	-37.354281
174.747104	-37.355161
174.747104	-37.356628
174.748864	-37.358388
174.748864	-37.359268
174.749451	-37.359855
174.748864	-37.360735
174.748864	-37.361615
174.748277	-37.362202
174.747397	-37.362202
174.747104	-37.362495
174.747104	-37.364255
174.746224	-37.365136
174.747104	-37.365722
174.747104	-37.368362
174.745050	-37.370416
174.744170	-37.370416
174.742997	-37.371589
174.742997	-37.372469
174.742410	-37.373056
174.741823	-37.373056
174.741237	-37.373349
174.741237	-37.374229
174.739183	-37.376283
174.737423	-37.376283
174.735956	-37.378043
174.735076	-37.378043
174.734196	-37.378630
174.733316	-37.378923
174.731556	-37.380390
174.730969	-37.380390
174.730089	-37.381270
174.723342	-37.381270
174.722462	-37.380390
174.721582	-37.380390
174.720702	-37.379510
174.720115	-37.379510
174.719529	-37.379217
174.719529	-37.378336
174.717182	-37.375696
174.716888	-37.374229
174.716302	-37.373349
174.716302	-37.372469
174.715422	-37.371589
174.715422	-37.370709
174.714541	-37.370123
174.714541	-37.369242
174.713075	-37.367482
174.712781	-37.366602
174.711608	-37.365429
174.710728	-37.365429
174.710141	-37.364549
174.709261	-37.364549
174.708381	-37.363669
174.706621	-37.363669
174.705741	-37.362789
174.704861	-37.362789
174.704274	-37.362202
174.702514	-37.362202
174.701634	-37.361322
174.700754	-37.361322
174.699874	-37.360442
174.698407	-37.360442
174.697527	-37.359562
174.696647	-37.359562
174.695767	-37.358682
174.694887	-37.358682
174.689606	-37.353401
174.689606	-37.351641
174.688726	-37.350761
174.688726	-37.349294
174.687846	-37.348414
174.687846	-37.346654
174.686966	-37.345774
174.687260	-37.345187
174.686379	-37.344307
174.686086	-37.343427
174.685499	-37.342547
174.685499	-37.341667
174.684619	-37.340787
174.684619	-37.339907
174.683739	-37.339320
174.683739	-37.334920
174.680512	-37.331693
174.680512	-37.330813
174.679632	-37.329933
